Rock of Ages,Julianne Hough- Diego Boneta- Tom Cruise- Alec Baldwin
Scream 4,Neve Campbell- Courteney Cox- David Arquette- Lucy Hale
Queen of Katwe,Madina Nalwanga- David Oyelowo- Lupita Nyong'o- Martin Kabanza
My Big Fat Greek Wedding 2,Nia Vardalos- John Corbett- Michael Constantine- Lainie Kazan
Dark Places,Charlize Theron- Nicholas Hoult- Christina Hendricks- Chloë Grace Moretz
Amateur Night,Jason Biggs- Janet Montgomery-Ashley Tisdale- Bria L. Murphy
It's Only the End of the World,Nathalie Baye- Vincent Cassel- Marion Cotillard- Léa Seydoux
The Skin I Live In,Antonio Banderas- Elena Anaya- Jan Cornet-Marisa Paredes
Miracles from Heaven,Jennifer Garner- Kylie Rogers- Martin Henderson-Brighton Sharbino
Annie,Quvenzhané Wallis- Cameron Diaz- Jamie Foxx- Rose Byrne
Across the Universe,Evan Rachel Wood- Jim Sturgess- Joe Anderson- Dana Fuchs
Let's Be Cops,Jake Johnson- Damon Wayans Jr.- Rob Riggle- Nina Dobrev
Max,Thomas Haden Church- Josh Wiggins- Luke Kleintank-Lauren Graham
Your Highness,Danny McBride- Natalie Portman- James Franco- Rasmus Hardiker
Final Destination 5,Nicholas D'Agosto- Emma Bell- Arlen Escarpeta- Miles Fisher
Endless Love,Gabriella Wilde- Alex Pettyfer- Bruce Greenwood-Robert Patrick
Martyrs,Morjana Alaoui- Mylène Jampanoï- Catherine Bégin-Robert Toupin
Selma,David Oyelowo- Carmen Ejogo- Tim Roth- Lorraine Toussaint
Underworld: Rise of the Lycans,Rhona Mitra- Michael Sheen- Bill Nighy- Steven MackintoshChris Pratt- Michael Sheen-Laurence Fishburne
